	time	open	high	low	close	volume	date	3_ema	25_sma	MACD	SIGNAL	HIST	HIST_ESMA
16	1617282000000.0	58730.07	59111.74	58712.0	58930.34	2362.826328	2021-04-01 13:00:00	58811.57456294679		11.49068422595883	4.596139242769066	6.894544983189764	
17	1617285600000.0	58930.34	59088.0	58771.17	58999.86	1974.247816	2021-04-01 14:00:00	58905.717640600735		6.579025978273421	4.779171018386261	1.7998549598871598	
18	1617289200000.0	58999.86	59263.3	58935.0	58974.65	2198.460689	2021-04-01 15:00:00	58940.183886039515		3.0739037155362894	4.626021075995534	-1.5521173604592446	
19	1617292800000.0	58974.66	59146.77	58646.0	58754.87	2114.62954	2021-04-01 16:00:00	58847.52685465512		5.122648703894811	4.66952284481672	0.45312585907809044	
20	1617296400000.0	58754.87	58850.62	58317.33	58501.63	2095.048857	2021-04-01 17:00:00	58674.578344859285		12.574855369362922	5.346364918763507	7.2284904505994145	
21	1617300000000.0	58501.63	58824.16	57935.45	58716.56	3236.404283	2021-04-01 18:00:00	58695.56917743425		13.669123333216703	6.044219997179475	7.624903336037228	
22	1617303600000.0	58716.56	58953.24	58599.67	58918.99	1713.885477	2021-04-01 19:00:00	58807.27960203404		9.720004827140656	6.346585333185479	3.3734194939551765	
23	1617307200000.0	58918.99	59033.0	58621.59	58854.75	1688.139485	2021-04-01 20:00:00	58831.014802431746		7.90874098718632	6.472846057869058	1.4358949293172625	
24	1617310800000.0	58854.75	58936.15	58544.16	58760.67	955.134015	2021-04-01 21:00:00	58795.84240016765	58843.056399999994	8.626955285275471	6.644157399295949	1.9827978859795223	-47.213999832347326
25	1617314400000.0	58760.68	59054.72	58524.7	59007.28	1328.613375	2021-04-01 22:00:00	58901.561201659155	58845.7276	3.1291300057273475	6.368749674365667	-3.239619668638319	55.83360165915656
26	1617318000000.0	59007.29	59069.74	58700.0	58720.44	1315.10252	2021-04-01 23:00:00	58811.00060015485	58849.6676	5.623933005073923	6.3111885397827	-0.6872555347087772	-38.666999845147075
27	1617321600000.0	58720.45	58885.93	58455.1	58648.62	1936.788412	2021-04-02 00:00:00	58729.810299774974	58845.9904	9.481124856203678	6.553080433836818	2.9280444223668605	-116.18010022502858
28	1617325200000.0	58648.62	59029.0	58633.87	58891.26	1785.573223	2021-04-02 01:00:00	58810.53515003785	58832.762800000004	6.5081520949388505	6.549691993050589	-0.04153989811173808	-22.22764996215119
29	1617328800000.0	58891.25	60200.0	58842.28	59718.72	7510.632223	2021-04-02 02:00:00	59264.62757544183	58855.762800000004	-17.219484960267437	4.776383294773071	-21.995868255040506	408.8647754418271
30	1617332400000.0	59718.09	60036.76	59567.26	59869.79	2729.722394	2021-04-02 03:00:00	59567.20878786181	58887.0748	-40.97024023838458	1.3975287824712037	-42.36776902085578	680.1339878618091
31	1617336000000.0	59869.79	59997.0	59425.03	59562.12	1828.780728	2021-04-02 04:00:00	59564.66439393031	58904.7988	-52.678307668255	-2.559547833038572	-50.11875983521643	659.8655939303135
32	1617339600000.0	59562.12	59688.08	59381.04	59554.69	1564.615073	2021-04-02 05:00:00	59559.67719696458	58932.1868	-62.02353292515181	-6.873549377783405	-55.14998354736841	627.4903969645748
33	1617343200000.0	59554.68	59649.33	59307.35	59527.58	1673.632487	2021-04-02 06:00:00	59543.62859848135	58962.6984	-68.8041289301982	-11.330697895992676	-57.473431034205525	580.9301984813501
34	1617346800000.0	59527.58	59741.65	59417.63	59417.63	1750.198301	2021-04-02 07:00:00	59480.62929923884	58990.1392	-71.16405919900717	-15.60504867327567	-55.5590105257315	490.49009923884296
35	1617350400000.0	59421.21	59645.19	59414.46	59483.5	1526.491262	2021-04-02 08:00:00	59482.06464961944	59016.7684	-74.50116490806977	-19.783523799575267	-54.717641108494504	465.29624961943773
36	1617354000000.0	59483.5	59685.0	59218.0	59621.01	1775.679026	2021-04-02 09:00:00	59551.537324810226	59048.0208	-80.60198844454862	-24.070813878787607	-56.53117456576102	503.51652481022757
37	1617357600000.0	59621.02	59659.09	59449.0	59597.49	1164.609002	2021-04-02 10:00:00	59574.51366240519	59079.1128	-84.62461149413139	-28.31408426402992	-56.31052723010147	495.40086240518576
38	1617361200000.0	59597.48	59660.3	59406.18	59542.78	1132.501932	2021-04-02 11:00:00	59558.64683120257	59115.58440000001	-86.00717101999908	-32.334545314202764	-53.672625705796314	443.06243120256113
39	1617364800000.0	59542.78	59600.0	59203.77	59491.3	1690.767565	2021-04-02 12:00:00	59524.97341560126	59151.8636	-85.23183121993497	-36.00183786656309	-49.22999335337188	373.10981560125947
40	1617368400000.0	59491.3	59516.63	58827.66	59204.99	2231.891287	2021-04-02 13:00:00	59364.98170780055	59170.8608	-76.09134637687384	-38.767874327394345	-37.3234720494795	194.1209078005486
41	1617372000000.0	59205.0	59382.66	59050.0	59363.17	2251.262649	2021-04-02 14:00:00	59364.07585390028	59188.174000000006	-72.33252003481903	-41.07338838230792	-31.25913165251111	175.90185390027182
42	1617375600000.0	59357.65	59624.86	59340.01	59480.06	2034.308974	2021-04-02 15:00:00	59422.06792695014	59207.382000000005	-72.00681614974746	-43.18933823890454	-28.817477910842925	214.6859269501365
43	1617379200000.0	59480.06	59600.0	59152.57	59270.47	1840.208831	2021-04-02 16:00:00	59346.26896347507	59219.2148	-65.36985974624986	-44.700685121992876	-20.669174624256982	127.0541634750698
44	1617382800000.0	59270.46	59274.27	59082.0	59180.02	1509.056432	2021-04-02 17:00:00	59263.14448173752	59236.2208	-56.79093691192247	-45.521523068516395	-11.269413843406078	26.923681737520383
45	1617386400000.0	59180.02	59280.45	59000.0	59087.7	1182.255519	2021-04-02 18:00:00	59175.422240868764	59259.6636	-46.55505840650585	-45.59145628795145	-0.9636021185543981	-84.2413591312361
46	1617390000000.0	59087.71	59087.71	58525.01	58850.0	2861.244906	2021-04-02 19:00:00	59012.71112043438	59265.0012	-30.80066737416928	-44.593791740782656	13.793124366613377	-252.2900795656169
47	1617393600000.0	58850.0	58948.0	58568.63	58670.64	1457.097174	2021-04-02 20:00:00	58841.67556021719	59255.0672	-12.121718855400104	-42.40990476316988	30.288185907769773	-413.39163978280703
48	1617397200000.0	58670.65	58883.19	58428.57	58739.13	1396.23593	2021-04-02 21:00:00	58790.40278010859	59250.4424	1.7825265389474225	-39.44588914569245	41.22841568463987	-460.03961989140953
49	1617400800000.0	58739.12	58927.03	58639.17	58816.21	1037.773084	2021-04-02 22:00:00	58803.3063900543	59252.664000000004	11.306577790419396	-36.05056107337921	47.3571388637986	-449.3576099457059
50	1617404400000.0	58816.21	59219.0	58733.97	58950.01	1511.092367	2021-04-02 23:00:00	58876.65819502715	59250.3732	15.409183513445896	-32.61610278865132	48.025286302097214	-373.7150049728516
51	1617408000000.0	58950.01	59450.08	58931.3	59387.13	1706.898053	2021-04-03 00:00:00	59131.89409751358	59277.0408	6.037333264743211	-30.04207228735905	36.07940555210226	-145.14670248642506
52	1617411600000.0	59387.13	59391.76	59003.0	59254.98	1295.372272	2021-04-03 01:00:00	59193.43704875679	59301.29519999999	1.9335617794567952	-27.917145805985122	29.850707585441917	-107.85815124320652
53	1617415200000.0	59254.98	59410.15	59124.32	59408.2	1232.436973	2021-04-03 02:00:00	59300.81852437839	59321.9728	-6.048186708583671	-26.46666554227185	20.41847883368818	-21.154275621614943
54	1617418800000.0	59408.2	59430.0	59153.16	59221.53	944.716561	2021-04-03 03:00:00	59261.17426218919	59302.085199999994	-7.276969513106451	-25.196189421346894	17.919219908240443	-40.91093781080417
55	1617422400000.0	59221.52	59463.17	59191.98	59394.92	1092.556173	2021-04-03 04:00:00	59328.047131094594	59283.0904	-13.387366074326565	-24.41569161861144	11.028325544284876	44.956731094593124
56	1617426000000.0	59394.93	59531.74	59319.93	59466.37	1151.514362	2021-04-03 05:00:00	59397.2085655473	59279.2604	-20.591972113797965	-24.1633632003913	3.5713910865933336	117.94816554729914
57	1617429600000.0	59466.38	59525.0	59180.0	59410.96	1413.416522	2021-04-03 06:00:00	59404.08428277365	59273.51119999999	-24.924843530505314	-24.21353955120308	-0.7113039793022331	130.5730827736552
58	1617433200000.0	59410.95	59438.59	59275.0	59298.85	1481.484973	2021-04-03 07:00:00	59351.46714138682	59264.362	-25.11270835774485	-24.27270715577416	-0.84000120197069	87.10514138681901
59	1617436800000.0	59301.8	59791.72	58750.96	59028.65	3131.957995	2021-04-03 08:00:00	59190.05857069341	59248.80279999999	-17.079137021610222	-23.799960017629655	6.720822996019432	-58.74422930658329
60	1617440400000.0	59028.65	59437.91	58814.28	59423.9	1553.857246	2021-04-03 09:00:00	59306.97928534671	59246.4188	-21.956525914400117	-23.67895862029766	1.7224327058975426	60.56048534670845
61	1617444000000.0	59423.9	59700.0	59338.14	59338.14	1874.845695	2021-04-03 10:00:00	59322.559642673354	59235.10399999999	-23.391281058422464	-23.66009689910322	0.26881584068075526	87.45564267336158
62	1617447600000.0	59339.85	59461.28	59194.0	59255.02	1336.032807	2021-04-03 11:00:00	59288.78982133667	59221.405199999994	-21.977069307868078	-23.549864039605122	1.5727947317370443	67.38462133667781
63	1617451200000.0	59256.07	59415.04	59124.83	59254.76	1259.255801	2021-04-03 12:00:00	59271.77491066833	59209.884399999995	-20.63802945898351	-23.359335138918848	2.7213056799353375	61.89051066833781
64	1617454800000.0	59254.75	59454.83	59156.4	59414.8	1291.151812	2021-04-03 13:00:00	59343.28745533417	59206.824400000005	-24.181020627329417	-23.41305092608297	-0.7679697012464466	136.46305533416307
65	1617458400000.0	59414.8	59454.71	59119.0	59144.38	1801.314135	2021-04-03 14:00:00	59243.83372766708	59204.399999999994	-18.9071542765887	-23.11874045428761	4.211586177698912	39.433727667084895
66	1617462000000.0	59146.38	59248.18	58800.0	58829.99	2429.329924	2021-04-03 15:00:00	59036.911863833535	59183.072799999994	-4.866534836117353	-21.927519620733428	17.060984784616075	-146.16093616645958
67	1617465600000.0	58829.99	59143.71	58600.0	58809.74	2625.33302	2021-04-03 16:00:00	58923.32593191677	59156.26	7.660915495842346	-19.997889639831673	27.65880513567402	-232.93406808323198
68	1617469200000.0	58809.74	58811.14	58177.77	58210.13	3433.071237	2021-04-03 17:00:00	58566.72796595839	59113.846399999995	36.306951876249514	-16.32849792460712	52.635449800856634	-547.1184340416075
69	1617472800000.0	58208.33	58483.9	57707.7	58455.36	3619.77905	2021-04-03 18:00:00	58511.043982979194	59084.86	52.933199931329	-11.817656610819528	64.75085654214853	-573.8160170208066
70	1617476400000.0	58455.36	58748.76	58160.34	58597.04	1923.092472	2021-04-03 19:00:00	58554.0419914896	59065.23359999999	62.403606865344045	-6.986764654030226	69.39037151937427	-511.1916085103949
71	1617480000000.0	58597.04	58597.04	57851.28	58054.15	1767.463495	2021-04-03 20:00:00	58304.0959957448	59033.3996	86.46726934242179	-0.9075305022490809	87.37479984467086	-729.3036042551976
72	1617483600000.0	58054.16	58262.3	57500.0	57631.28	2312.683097	2021-04-03 21:00:00	57967.6879978724	58991.82520000001	119.11892255226849	6.896083275579047	112.22283927668944	-1024.1372021276038
73	1617487200000.0	57631.28	57784.19	57088.27	57556.75	3075.478671	2021-04-03 22:00:00	57762.2189989362	58944.53	148.2933901212673	16.084548787873352	132.20884133339393	-1182.3110010637974
74	1617490800000.0	57556.76	57800.0	56880.0	57051.94	3656.809767	2021-04-03 23:00:00	57407.079499468105	58873.9592	187.400662045613	27.212038885383503	160.1886231602295	-1466.879700531892
75	1617494400000.0	57051.95	57269.92	56507.91	56600.0	3651.491736	2021-04-04 00:00:00	57003.53974973405	58779.9588	233.08398048091476	40.57819374714003	192.50578673377473	-1776.4190502659476
76	1617498000000.0	56600.0	57153.74	56388.0	56933.46	3526.29084	2021-04-04 01:00:00	56968.499874867026	58681.812000000005	260.20166393450927	54.831339102616354	205.3703248318929	-1713.3121251329794
77	1617501600000.0	56933.47	57551.0	56933.46	57363.48	1864.771643	2021-04-04 02:00:00	57165.989937433515	58606.152	268.49271567866526	68.69226149266389	199.8004541860014	-1440.1620625664873
78	1617505200000.0	57363.48	57583.32	57200.0	57492.42	1419.349385	2021-04-04 03:00:00	57329.20496871676	58529.5208	269.9457223666832	81.74357943926692	188.20214292741628	-1200.3158312832384
79	1617508800000.0	57492.42	57723.48	57380.95	57547.52	1331.258877	2021-04-04 04:00:00	57438.36248435838	58462.5604	267.84599200488447	93.80831964320242	174.03767236168204	-1024.19791564162
80	1617512400000.0	57547.52	57650.0	57290.0	57477.08	1166.244527	2021-04-04 05:00:00	57457.72124217919	58385.8468	266.57399104591605	105.00496142329966	161.56902962261637	-928.1255578208074
81	1617516000000.0	57473.71	57548.28	57139.02	57439.98	1312.971027	2021-04-04 06:00:00	57448.8506210896	58304.7912	264.99529917468317	115.37062802962166	149.6246711450615	-855.9405789103985
82	1617519600000.0	57439.97	57614.53	57248.79	57614.52	1413.14856	2021-04-04 07:00:00	57531.685310544795	58232.933600000004	256.7140222287635	124.525670521989	132.18835170677448	-701.2482894552086
83	1617523200000.0	57614.52	57688.92	57402.3	57429.84	1354.946568	2021-04-04 08:00:00	57480.762655272396	58158.173200000005	253.7644858958738	132.89454139209258	120.86994450378123	-677.4105447276088
84	1617526800000.0	57429.84	57700.0	57429.84	57686.35	1511.276383	2021-04-04 09:00:00	57583.55632763619	58104.4812	241.8846474199454	139.95051921583473	101.93412820411066	-520.9248723638084
85	1617530400000.0	57686.36	57787.79	57525.99	57708.05	1421.04842	2021-04-04 10:00:00	57645.8031638181	58035.8472	229.68329448618897	145.7584867874039	83.92480769878506	-390.04403618189826
86	1617534000000.0	57708.05	57766.79	57033.85	57275.55	1616.44444	2021-04-04 11:00:00	57460.67658190905	57953.3436	231.15643261808145	151.2847267477151	79.87170587036636	-492.66701809094957
87	1617537600000.0	57278.23	58000.0	57000.0	57755.08	2218.680018	2021-04-04 12:00:00	57607.878290954526	57893.346000000005	216.33520552222762	155.49342623364376	60.841779288583865	-285.46770904547884
88	1617541200000.0	57755.07	58166.46	57754.61	58128.14	1993.921527	2021-04-04 13:00:00	57868.00914547726	57848.2812	191.06055293996178	157.79416229002487	33.26639064993691	19.727945477265166
89	1617544800000.0	58128.15	58300.0	58010.41	58130.99	1653.289104	2021-04-04 14:00:00	57999.49957273863	57796.9288	168.40702359972056	158.48056065188277	9.926462947837791	202.57077273862524
90	1617548400000.0	58130.98	58492.85	57703.49	57918.11	2938.613648	2021-04-04 15:00:00	57958.804786369314	57747.878000000004	154.70879100164166	158.2366563574695	-3.5278653558278563	210.9267863693094
91	1617552000000.0	57918.11	58097.54	57684.29	58030.89	2131.596668	2021-04-04 16:00:00	57994.84739318465	57715.914	138.71448819460784	156.97442965841373	-18.259941463805887	278.93339318465587
92	1617555600000.0	58030.89	58280.0	58030.88	58179.03	1402.241097	2021-04-04 17:00:00	58086.938696592326	57690.6856	119.79175654919527	154.57068047659826	-34.778923927402985	396.2530965923288
93	1617559200000.0	58179.03	58263.33	57959.3	58102.92	1238.78024	2021-04-04 18:00:00	58094.929348296166	57686.3972	105.36881918665313	151.39034283321843	-46.0215236465653	408.53214829616627
94	1617562800000.0	58102.91	58184.01	57758.34	57953.86	1550.104287	2021-04-04 19:00:00	58024.39467414808	57666.337199999994	97.07719893383182	147.8800490050156	-50.80285007118377	358.05747414808866
95	1617566400000.0	57953.86	58051.25	57826.16	58025.11	1240.209016	2021-04-04 20:00:00	58024.75233707404	57643.46	87.281243608777	143.96395726170482	-56.682713652927816	381.2923370740391
96	1617570000000.0	58025.11	58184.0	57976.73	58116.69	987.374632	2021-04-04 21:00:00	58070.72116853702	57645.9616	75.64891006037215	139.54968975617936	-63.900779695807216	424.7595685370179
97	1617573600000.0	58116.69	58199.15	57886.15	58129.22	1349.518591	2021-04-04 22:00:00	58099.97058426851	57665.879199999996	64.95457183134567	134.7301100576558	-69.77553822631012	434.0913842685113
98	1617577200000.0	58129.22	58300.0	58106.78	58202.01	1020.510739	2021-04-04 23:00:00	58150.99029213426	57691.6896	53.27346519209823	129.4677013239289	-76.19423613183068	459.3006921342603
99	1617580800000.0	58202.01	58387.35	57890.97	57908.13	2110.945386	2021-04-05 00:00:00	58029.56014606713	57725.9372	52.064756633888464	124.4676153813235	-72.40285874743503	303.6229460671311
100	1617584400000.0	57908.14	57913.01	57638.33	57787.88	1850.541826	2021-04-05 01:00:00	57908.72007303356	57773.4524	54.40764137569204	119.94224276890945	-65.53460139321741	135.26767303355882
101	1617588000000.0	57787.88	57816.32	57427.98	57595.45	1664.352968	2021-04-05 02:00:00	57752.08503651678	57799.932	61.95548920820147	116.19700103627432	-54.241511828072845	-47.84696348322177
102	1617591600000.0	57595.44	57723.64	57320.0	57467.12	1655.241274	2021-04-05 03:00:00	57609.60251825839	57804.0776	71.89831712037994	113.33604805137345	-41.43773093099351	-194.47508174160612
103	1617595200000.0	57467.12	57618.0	57272.05	57284.99	1933.835659	2021-04-05 04:00:00	57447.296259129194	57795.7804	85.45740031348396	111.53567521356666	-26.078274900082704	-348.4841408708089
104	1617598800000.0	57285.19	57368.53	56855.55	56897.45	2536.408297	2021-04-05 05:00:00	57172.3731295646	57769.77760000001	108.2938719748563	111.32633621966232	-3.0324642448060217	-597.4044704354092
105	1617602400000.0	56897.45	57316.74	56790.57	57143.59	2513.578405	2021-04-05 06:00:00	57157.9815647823	57756.437999999995	119.40955932409997	111.84827857423713	7.561280749862846	-598.4564352176967
106	1617606000000.0	57143.59	57371.42	56947.64	57250.0	1971.331091	2021-04-05 07:00:00	57203.99078239115	57748.8388	124.82116530407075	112.68590571582104	12.13525958824971	-544.8480176088487
107	1617609600000.0	57250.0	57346.8	56777.77	57149.25	1865.587059	2021-04-05 08:00:00	57176.620391195574	57730.227999999996	131.72586318521644	113.91520540060873	17.810657784607713	-553.607608804421
108	1617613200000.0	57149.25	57550.0	56980.0	57539.15	1987.786041	2021-04-05 09:00:00	57357.88519559779	57734.6004	124.79968172726512	114.61791916047959	10.181762566785537	-376.715204402215
109	1617616800000.0	57539.14	57718.53	57324.77	57668.98	1667.359248	2021-04-05 10:00:00	57513.43259779889	57733.905600000006	114.18746988847852	114.59013013185844	-0.4026602433799269	-220.47300220111356
110	1617620400000.0	57668.98	57766.84	57507.69	57756.36	1986.430246	2021-04-05 11:00:00	57634.896298899446	57735.837999999996	101.82268115730403	113.76592132630839	-11.943240169004355	-100.94170110054984
111	1617624000000.0	57756.36	58124.67	57754.67	57959.23	2666.575204	2021-04-05 12:00:00	57797.06314944972	57763.18519999999	84.5062182172478	111.87712145506401	-27.370903237816208	33.877949449728476
112	1617627600000.0	57959.22	58116.63	57746.74	58113.06	2510.4784	2021-04-05 13:00:00	57955.06157472486	57777.5044	64.6094336876049	108.82596554049898	-44.21653185289408	177.5571747248614
113	1617631200000.0	58113.07	59175.01	58113.06	59170.68	4931.302768	2021-04-05 14:00:00	58562.87078736243	57819.206	14.912460155137524	102.76400452513185	-87.85154436999433	743.6647873624315
114	1617634800000.0	59173.64	59272.0	58850.0	59018.29	3402.24601	2021-04-05 15:00:00	58790.580393681215	57854.698	-22.56609742964065	94.67441489170432	-117.24051232134497	935.8823936812187
115	1617638400000.0	59020.0	59240.0	58853.14	58983.51	3483.467503	2021-04-05 16:00:00	58887.04519684061	57897.31399999999	-53.082283513605944	85.13755965804346	-138.21984317164942	989.7311968406211
116	1617642000000.0	58983.51	59078.69	58610.0	58954.6	2683.09487	2021-04-05 17:00:00	58920.8225984203	57934.2624	-77.69807781905547	74.62774084970663	-152.3258186687621	986.5601984203022
117	1617645600000.0	58954.6	59032.99	58732.08	58876.29	1600.890593	2021-04-05 18:00:00	58898.55629921015	57962.1528	-95.65194861978671	63.63775412519087	-159.28970274497757	936.4034992101442
118	1617649200000.0	58876.3	59089.4	58800.0	59005.2	1834.250144	2021-04-05 19:00:00	58951.87814960507	57998.244000000006	-114.21822446426086	52.159070814996845	-166.3772952792577	953.6341496050663
119	1617652800000.0	59005.21	59100.0	58737.7	58770.61	2148.099702	2021-04-05 20:00:00	58861.24407480254	58030.914	-122.02915497317736	40.91736075529143	-162.9465157284688	830.3300748025431
120	1617656400000.0	58773.16	58880.0	58479.59	58664.04	1663.675369	2021-04-05 21:00:00	58762.64203740127	58056.4712	-124.6188671956188	30.23426146982954	-154.85312866544834	706.1708374012669
121	1617660000000.0	58664.04	58967.0	58664.04	58877.18	1717.467965	2021-04-05 22:00:00	58819.91101870063	58086.8908	-132.58947807116056	19.726428392209726	-152.31590646337028	733.0202187006289
122	1617663600000.0	58877.18	59130.0	58533.1	59129.99	1873.069762	2021-04-05 23:00:00	58974.95050935031	58126.9216	-146.28383747715998	9.013155148642994	-155.29699262580297	848.0289093503088
123	1617667200000.0	59129.99	59479.0	59043.47	59356.23	3279.189201	2021-04-06 00:00:00	59165.59025467516	58173.0904	-163.92308188288007	-2.1468801254106817	-161.77620175746938	992.4998546751594
124	1617670800000.0	59356.23	59495.24	58728.1	58800.01	2467.891456	2021-04-06 01:00:00	58982.800127337585	58208.765600000006	-160.76625492729363	-12.382841002491718	-148.3834139248019	774.0345273375788
125	1617674400000.0	58800.02	58868.96	58635.72	58745.27	1448.834443	2021-04-06 02:00:00	58864.035063668794	58247.061200000004	-155.4257666729536	-21.613486070754135	-133.81228060219948	616.9738636687907
126	1617678000000.0	58745.28	58947.35	58600.0	58608.7	1203.320036	2021-04-06 03:00:00	58736.367531834396	58287.5912	-145.75687600695528	-29.624416973726657	-116.13245903322863	448.7763318343932
127	1617681600000.0	58610.19	58894.05	58601.87	58794.93	1716.387852	2021-04-06 04:00:00	58765.6487659172	58340.7036	-142.39674385321268	-36.901478554219864	-105.49526529899282	424.9451659171973
128	1617685200000.0	58794.94	59031.66	58755.56	58867.32	1359.193267	2021-04-06 05:00:00	58816.4843829586	58403.99680000001	-140.9010649896154	-43.61236087261067	-97.28870411700473	412.48758295859443
129	1617688800000.0	58867.31	58969.01	58618.0	58843.53	1690.611394	2021-04-06 06:00:00	58830.0071914793	58481.84	-138.03889953341422	-49.705441684609944	-88.33345784880427	348.16719147930417
130	1617692400000.0	58843.52	58928.23	58349.0	58576.59	2311.422694	2021-04-06 07:00:00	58703.298595739645	58539.16	-126.57012667939125	-54.665250183878165	-71.9048764955131	164.13859573964146
131	1617696000000.0	58576.59	59000.0	58300.0	58487.37	3332.731056	2021-04-06 08:00:00	58595.33429786982	58588.654800000004	-113.34522768622992	-58.45162405743551	-54.89360362879441	6.6794978698162595
132	1617699600000.0	58487.38	58747.74	58419.75	58685.53	1787.072226	2021-04-06 09:00:00	58640.43214893491	58650.10600000001	-107.54145691196027	-61.6191552420882	-45.92230166987207	-9.673851065097551
133	1617703200000.0	58681.85	58752.93	58333.02	58365.0	2565.717795	2021-04-06 10:00:00	58502.716074467455	58683.14	-92.12382991738559	-63.587457564924975	-28.536372352460617	-180.42392553254467
134	1617706800000.0	58365.0	58720.0	58325.08	58541.34	2278.841791	2021-04-06 11:00:00	58522.02803723373	58718.0344	-83.92455396780133	-64.89968970363759	-19.02486426416374	-196.00636276626756
135	1617710400000.0	58541.34	58998.0	58442.89	58471.92	3288.81116	2021-04-06 12:00:00	58496.974018616864	58746.656800000004	-74.33689584978856	-65.50861177773507	-8.828284072053492	-249.68278138314054
136	1617714000000.0	58471.93	58677.91	58342.0	58414.29	2445.677696	2021-04-06 13:00:00	58455.632009308436	58764.8592	-63.99511883388186	-65.41095656007317	1.415837726191313	-309.227190691563
137	1617717600000.0	58414.29	58414.3	57413.02	57949.27	6536.601449	2021-04-06 14:00:00	58202.45100465421	58758.3076	-40.56535773502401	-63.80785327514359	23.242495540119585	-555.8565953457874
138	1617721200000.0	57949.27	58085.4	57622.0	57818.53	2531.959922	2021-04-06 15:00:00	58010.490502327106	58704.221600000004	-16.46948055163375	-60.7534769931633	44.283996441529546	-693.7310976728986
139	1617724800000.0	57818.54	58188.88	57722.23	58077.51	2469.880874	2021-04-06 16:00:00	58044.000251163554	58666.5904	-3.9285830007647746	-57.08703170693522	53.15844870617045	-622.590148836447
140	1617728400000.0	58077.51	58271.66	58000.0	58247.17	1774.688867	2021-04-06 17:00:00	58145.585125581776	58637.1368	1.4987065461464226	-53.30699504583896	54.80570159198538	-491.55167441822414
141	1617732000000.0	58247.17	58267.45	57996.01	58238.78	1505.797414	2021-04-06 18:00:00	58192.182562790884	58608.50399999999	6.340843050136755	-49.45845063509276	55.799293685229514	-416.3214372091097
142	1617735600000.0	58238.78	58282.12	57996.0	58225.0	1655.440463	2021-04-06 19:00:00	58208.59128139544	58582.452399999995	10.823527232380002	-45.56901017852765	56.39253741090765	-373.86111860455276
143	1617739200000.0	58225.01	58311.91	57999.99	58211.84	1503.21866	2021-04-06 20:00:00	58210.215640697716	58550.718	14.95538927634334	-41.66394666802633	56.619335944369666	-340.5023593022852
144	1617742800000.0	58211.85	58225.95	57555.0	57860.63	1961.883403	2021-04-06 21:00:00	58035.42282034886	58514.3188	29.14913341443753	-37.095072404426354	66.24420581886389	-478.8959796511408
